X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,X31,X32,X33,X34,X35,X36,X37,X38,X39,X40,X41,X42,X43,X44,X45,X46,X47,X48,X49,X50,X51,X52,X53,X54,X55,X56,X57,X58,X59,X60,X61,X62,X63,X64,X65,X66,X67,X68,X69,X70,X71,X72,X73,X74,X75,X76,X77,X78,X79,X80,X81,X82,X83,X84,X85,X86,X87,X88,X89,X90,X91,X92,X93,X94,X95,X96,X97,X98,X99,X100,X101,X102,X103,X104,X105,X106,X107,X108,X109,X110,X111,X112,X113,X114,X115,X116,X117,X118,X119,X120,X121,X122,X123,X124,X125,X126,X127,X128,X129,X130,X131,X132,X133,X134,X135,X136,emotion
175.2344598,-156.1927626,162.4534269,-168.7348235,153.4955394,177.2872662,149.3481859,162.3572069,149.1325842,147.8928056,147.6615706,132.271386,147.5164937,116.2840665,152.1177892,101.1143993,153.5101013,86.75988612,151.024145,72.79308358,146.0171164,58.32369537,147.0864033,43.50918753,147.8984092,27.92570389,146.7332455,13.50422055,147.7523705,-1.836578552,154.0166092,-16.49697906,166.6625634,-29.76369353,157.7412197,-144.4399682,154.9073671,-134.369218,143.0912853,-124.634077,125.1937253,-114.7046314,106.7815171,-103.7185535,107.7396018,-82.1707298,125.8371895,-70.65876243,143.7503904,-61.00688181,155.4536001,-51.54504237,156.1230605,-41.639814,78.80540836,-92.41710191,54.75129361,-91.38517342,29.73705412,-90.62337162,5.023302103,-70.50413949,30.42925314,149.8910574,23.71766602,121.3049439,23.41815609,83.43730149,25.41765318,45.93765408,32.50608141,24.08355475,119.72394,-141.9842832,113.9759961,-132.7202543,100.6534446,-124.716331,80.93096935,-119.0707836,88.62975552,-131.1519408,102.1397458,-139.203646,81.06169422,-65.45281589,101.6941697,-60.75869196,114.4015042,-52.4790085,120.5992319,-42.6675296,103.5314589,-45.41434554,88.99866839,-53.70951642,79.22008457,125.7849606,55.96163107,120.4060002,41.82665249,105.7074258,44.34554861,86.53981677,42.65936942,66.9881414,58.42288562,52.36281979,78.54671543,47.88361747,81.93217087,63.40735413,81.67041749,76.05884072,82.39751945,86.74643018,82.04983084,97.93259158,81.35433413,110.374216,72.59434858,120.93987,58.37352874,101.1853766,58.38058228,86.38945489,59.28345201,71.63696301,72.8176492,53.14398775,59.93082806,72.84558804,60.37674396,86.50897636,59.35485043,100.9981218,neutral
176.4166584,-155.451693,163.1163849,-167.8633928,152.5156184,178.6076684,147.4900266,163.5743516,147.0600588,148.5606566,145.8785222,132.9901598,145.7462007,117.1338534,153.1867824,102.2376658,154.843609,87.58324741,152.3583692,73.00623843,146.3157816,58.46342328,145.1816783,43.37467452,145.7405502,28.12690016,144.2851008,13.10141705,146.7108471,-2.849786021,155.5767704,-17.31137751,170.9140195,-30.32457035,157.2615347,-146.7200727,151.8902923,-136.114075,135.9425128,-125.7740071,114.101151,-115.1382373,94.53702521,-102.5056063,95.12290356,-82.43111175,114.3442262,-69.77514057,136.2120396,-60.27967097,152.5447351,-50.25666386,158.0867661,-40.32148941,76.30828931,-91.10425376,52.29623499,-90.51558365,29.33401488,-87.01136754,4.983710489,-59.50016677,29.86069155,156.9199728,22.24758453,127.263781,22.84633488,83.64351716,25.62883864,43.69804733,32.98951286,17.11024021,119.1531973,-143.2489027,110.1438192,-134.6970795,99.11764706,-126.8698976,81.97999587,-119.581704,92.07613068,-130.2320594,103.9392456,-138.1887331,82.78897173,-63.81727914,100.9406451,-56.62479216,112.726174,-49.95325748,121.7570472,-41.25883709,106.6556403,-45.67035685,94.15295294,-53.10146521,76.90377306,129.0704746,54.25930947,128.0874516,39.83291227,112.8541756,40.73460394,87.84828053,41.11764706,63.21500449,56.04894673,46.57343052,77.95256299,45.61145789,81.87983853,61.13330268,83.528169,75.06338451,82.7811556,87.556428,82.97740135,100.0432735,80.54127013,113.7755401,69.35383924,123.6900675,55.88972088,106.0696456,54.76432678,87.35272569,56.20772152,69.66853287,70.53794777,50.8551518,59.03001993,70.68031432,59.75943701,87.57414169,58.52311524,104.3155966,disgust
127.878498,-155.5511375,117.6668963,-168.7644976,112.5261994,177.4157982,111.4330383,162.7343857,113.9242458,148.7660721,114.9641822,133.0043485,119.2150736,117.156132,125.8756329,102.1120551,127.1963453,87.48196076,126.1955705,73.61987953,120.9314279,59.38396432,117.1669182,43.78458613,116.9127312,28.66050014,113.854002,13.7562375,116.6041504,-0.946652891,124.7430239,-14.82916866,136.9066823,-27.36325925,139.7395633,-141.5332361,138.9337494,-132.8081148,126.9220405,-124.2387586,114.6490744,-114.9773788,100.2022878,-104.690919,99.15940057,-80.95536772,113.0824723,-69.50761673,127.4969375,-59.56327134,139.4966739,-50.04207567,141.5122057,-40.51152586,75.05624333,-93.36975674,50.04290763,-93.90927465,25.04287414,-95.52645985,2.412885321,178.2537184,30.06852396,147.6856996,23.31683848,125.1133968,23.07720325,91.0223783,22.85307839,56.57580425,28.33099972,29.78545904,108.6889719,-142.6587597,104.2327639,-133.2449045,93.65093959,-124.77311,74.93388233,-119.9512964,81.02377075,-131.2397304,93.22457839,-139.9977,72.67695414,-65.10987774,93.02086239,-59.23042358,104.1677025,-50.9763738,106.6060572,-41.70639628,93.03097974,-43.40512533,79.50193274,-52.32672521,71.38152433,129.5078352,56.21046284,119.1870948,44.55959279,104.8388456,47.07720459,89.28406376,44.8753006,73.70900242,56.97985932,57.53221014,74.04806637,46.90727605,75.04546632,65.10723328,75.49638646,78.85860335,75.09032767,88.78804676,74.94742246,98.75812862,73.38535447,111.9335991,67.14579145,124.8943582,55.26459044,101.9169263,56.07661475,89.39896483,55.75470134,75.8941161,69.61933228,52.28530018,56.72507188,76.14028346,57.07656069,89.40949497,56.24341753,101.7065689,neutral
133.503525,-151.8710823,121.240221,-166.1896213,113.8965604,176.9506634,109.9096554,159.1837496,110.8698893,141.4731228,118.1178997,125.5857739,131.6345766,110.7957814,141.7353063,98.82118982,146.2393787,87.15255646,143.7097258,75.38356594,134.3352369,63.34518757,122.1361945,48.91531549,113.9959365,32.38615855,111.1311493,15.1580321,116.4164053,-2.925294515,127.6731235,-18.23042626,142.5528282,-31.71592445,152.5694153,-133.351824,156.0351111,-125.5565098,147.0008503,-117.8776041,134.3330475,-110.3592996,117.0357537,-103.2050677,117.2195652,-81.53036806,137.3778067,-73.82713411,152.6665436,-65.51859044,160.960947,-56.31864357,155.8593351,-47.51612026,85.13458204,-93.86279236,61.12487219,-94.44310921,37.24343606,-97.30460876,12.51175917,-107.3700941,27.65145459,165.2099082,19.04059132,140.704366,16.15230816,96.1673717,17.1999487,44.51504126,25.2705944,16.2201937,113.8715091,-138.8433102,114.2649784,-128.8878293,102.5410248,-120.9496644,81.66943773,-116.7311522,85.21814568,-128.2305303,98.17668646,-137.8048252,80.82160821,-68.00887008,103.8194842,-63.53657559,115.5399727,-54.39619803,114.6971075,-44.88572026,98.43458562,-45.27842649,85.54986506,-54.84015149,79.99273864,117.3376164,56.35614169,119.4815481,39.82701566,107.1369484,40.09639121,92.48042503,39.41875487,74.90610844,56.61856378,60.05207394,81.30814661,59.50187917,104.2506172,73.69712073,114.8275561,83.36646835,116.0657141,89.37566624,114.6609452,95.87438266,103.5690307,104.959716,77.02950161,112.7073728,54.34110675,102.4716263,53.06391817,90.79395943,54.04260302,79.05087512,78.88869672,64.25654284,91.75294514,82.9478819,93.06172841,90.45270692,91.81190811,97.34357113,surprise
127.524454,-156.3112245,117.7107043,-169.6068004,111.9839191,176.5367777,110.3961499,161.644699,111.7449218,147.0586356,115.1982354,131.1336323,119.5589366,115.663624,127.010599,100.7908147,128.9148758,87.23420663,128.955936,73.6875241,124.0787863,59.36815628,120.2102982,44.17227013,117.7994977,28.80797345,115.6042357,13.89659279,116.2656108,-1.594561179,124.7300069,-15.45359871,137.65927,-28.28707552,140.6978967,-140.6368556,140.8834037,-132.2797236,128.7741453,-124.4141663,115.9463031,-115.9735564,101.6932436,-107.0278015,100.3957664,-81.27999903,115.7288333,-70.71545133,130.081144,-61.42417607,141.3531806,-51.89968851,142.5924403,-42.44619789,75.54012116,-95.14898573,50.5666528,-96.562845,26.66708522,-100.324629,3.976167105,-161.9001104,29.70815731,150.1988326,23.28060084,126.2908065,22.77804462,91.96091124,22.39323477,56.92565576,27.85864359,29.60982962,107.767115,-142.7469895,103.9838133,-133.6533931,94.46249439,-126.1919783,76.40710176,-121.3741533,82.16170153,-131.8149407,93.06505264,-140.4691628,74.62800625,-66.1120253,93.46398123,-60.36134612,104.3404406,-52.0124038,106.4725229,-42.7219145,92.9559568,-44.57056211,81.12255376,-53.52894982,72.6867851,126.0537935,56.0455531,117.3853314,44.84402274,102.596061,46.78063223,88.50488357,45.71797715,73.19130837,57.3696827,58.21257105,75.04538563,47.99442749,75.93912747,64.89395584,75.31864404,78.34122907,74.83403928,87.53343366,75.27841202,96.69741276,74.37534711,110.280249,68.80012328,121.3355154,55.63101567,100.1246717,56.80812306,87.75977888,56.58089908,75.44365531,70.15246773,54.01412993,56.33788214,76.42806164,56.77782727,88.76818213,55.63101567,100.1246717,neutral
131.6290941,-154.1477811,120.1702746,-167.7989756,113.5492154,177.6767661,112.889903,162.1504042,115.5381814,146.5991698,117.6855764,131.1596578,124.1799485,116.0097416,130.316631,101.7131672,131.6813697,88.02241984,131.2310968,74.73812379,127.4476163,61.12519513,121.7789012,46.68324598,118.4409044,31.90810694,114.9728135,15.9544558,115.5447999,-0.196891938,123.8562291,-15.1632336,139.8550117,-28.8100019,138.2152442,-142.3656187,135.7055015,-133.5246722,123.4722434,-124.7935568,109.2430408,-115.7475319,96.54584806,-104.6733779,97.08583626,-83.1710137,109.0629104,-69.86442192,122.9146555,-59.95327388,134.0710332,-49.79611769,137.5547406,-40.53419037,74.59684319,-94.19425789,51.58984923,-94.95488462,27.61416222,-97.18935533,4.191821416,-125.8648116,29.30439962,154.5280017,22.01431785,131.0455034,19.65692998,94.24747746,20.02015637,51.20216157,27.65726501,22.54253011,107.2091725,-143.7478523,101.012292,-135.0235931,91.99175578,-127.0732357,76.72955303,-120.0785864,83.5741,-130.6614391,93.45389339,-138.9302726,74.90728121,-65.93586415,91.36102053,-57.90370067,100.7782111,-50.17408962,105.4747567,-41.8690501,93.31830828,-46.23870368,83.05958642,-54.23590447,70.16041,126.2189737,55.30408624,116.2448141,45.59425482,101.9695587,46.62851516,88.10228565,45.10524506,75.17086437,54.88689613,56.18645956,72.93599661,45.03267509,70.1436397,61.43076376,67.41932575,76.67002818,66.69717043,86.95401372,67.01896713,96.38739675,67.79020979,110.2432746,64.56538557,122.2529962,52.46215063,100.3838553,53.62517694,88.3499606,53.35078876,75.29341462,66.75887834,49.28781839,53.35078876,75.29341462,53.66328202,87.28265104,53.27824478,99.13212829,anger
128.8565538,-156.328313,118.0331944,-169.3886766,113.1882074,176.8271896,111.4144871,162.088799,113.8955132,147.4590186,114.2291801,131.7174609,117.8757309,115.6443568,124.4119568,100.6604266,126.4577806,86.83347531,125.8233343,72.90564084,121.8124631,58.86423446,118.999801,43.73319902,117.3528352,28.64942508,114.2851683,13.80199763,117.0172674,-1.339418426,125.600603,-15.58048891,138.5696246,-28.31928809,139.3097891,-141.4932144,139.9368965,-132.7641842,127.6739171,-124.881727,114.704145,-116.4073658,100.3301007,-107.4071296,99.72084414,-81.93800872,114.2356169,-70.57837641,129.5295094,-61.40978729,140.1990591,-52.17087447,140.6688215,-42.33493299,75.06377479,-95.3621115,51.09057404,-96.76090083,26.04655883,-98.86667604,3.103080566,-166.293039,30.16249605,149.5967746,23.82311637,126.0351744,22.28781631,92.6094287,21.84597803,56.72712738,27.40888097,28.9441272,108.4537567,-143.3522984,103.0679944,-134.323651,92.80076535,-126.3578068,74.72840819,-121.4723256,80.53504712,-132.1209701,92.92982642,-140.7992675,72.75813876,-66.52313657,91.54995257,-60.5690494,102.3979247,-52.04057855,105.9606461,-42.60960843,91.72647794,-44.88957861,80.58068476,-53.4521616,70.65042144,128.5350176,56.14513485,116.4576679,46.15364038,101.2633884,48.30551963,87.64455446,46.42146743,72.46623298,57.35477561,57.30008101,72.30193832,45.15656797,74.91708941,63.87757267,76.18232575,77.11729698,75.32388687,87.72861478,74.80983533,96.92105301,73.64329563,109.8570079,66.27025544,121.89487,55.99511263,99.26441866,57.29910935,88.01442385,57.26034191,74.82876964,68.4460693,51.09602961,57.26034191,74.82876964,57.29910935,88.01442385,56.98229594,99.10254182,neutral
136.4825497,-155.2602163,123.7435128,-167.8153602,118.9907976,178.6119699,118.6051949,163.9043268,119.1041977,149.8163817,119.4045936,134.0069926,122.879369,117.6138691,129.7141129,101.9940401,132.1274493,86.50958835,132.7180267,71.53092146,127.5081931,56.13948619,125.4516003,40.7455373,126.1023787,26.30507941,125.9464799,12.3241782,124.1124415,-1.901236465,128.9193246,-15.80714152,139.6832064,-28.25132166,139.4369494,-143.4092793,137.9402617,-134.6587778,125.8696264,-126.5485787,111.4961799,-118.3565452,97.50302209,-109.1318104,97.00538747,-78.67814333,111.5527489,-68.96303127,125.6625426,-59.35937329,137.1185122,-50.051235,139.1637352,-40.35830867,74.35656084,-94.59425333,47.37756256,-96.00435155,20.50289561,-101.1245621,7.154876504,105.8645154,32.60843303,156.7301588,24.72111313,130.1983306,24.88239205,89.89841184,23.36886866,49.926672,31.0159052,20.54014739,109.0733073,-144.6428218,103.2977616,-135.7209901,91.89628693,-128.3003898,73.85847691,-122.7503061,82.8136705,-133.4530085,94.53407987,-140.5105419,70.8076385,-64.89324609,89.81754983,-59.1601243,100.3839009,-51.09505938,105.6619939,-41.57526281,92.03828116,-45.03236684,80.12059601,-53.15534186,74.22868812,146.5806836,54.37628613,137.29061,38.35842448,114.5802995,37.89673925,88.42120703,38.8676248,60.66114076,56.1841868,38.37875367,77.39709235,28.45928153,83.98223495,55.10496721,87.95479065,74.81125709,86.9764229,87.33497381,87.17486429,99.87864165,81.36817863,119.4096493,70.32645238,141.3925833,45.75463228,110.4094815,45.89423159,88.69637873,46.4316502,64.42508755,72.91766847,33.15805287,71.06946411,72.77611084,70.91182113,88.34815214,70.70621421,103.0419561,happy
150.6972606,-158.1612129,137.9958,-169.9594794,129.069132,176.9172174,126.6967881,162.574564,128.3408362,148.0363715,130.0145454,133.7351147,129.6611634,118.5067345,130.6437217,103.6733396,129.9584309,89.06633523,128.8202793,74.18038652,125.0405332,59.68341694,123.0782377,44.94191035,120.139207,29.92930167,117.4884961,13.75794193,121.1856364,-1.919344279,131.4496759,-16.37507097,144.6651904,-28.51377371,140.2819208,-145.6968817,135.7290324,-135.5443199,121.2278589,-125.2015602,107.0253665,-113.6203619,91.627537,-100.6173957,91.00914437,-81.71277981,107.0734476,-69.14554196,123.9336383,-58.84502505,139.1749416,-49.64561178,143.5295203,-39.89576745,69.05892374,-89.90239229,51.07105438,-88.74602996,33.07771074,-88.06369156,14.21741707,-81.43406923,25.3635845,154.4452469,16.28296497,127.3666694,14.53655457,73.54503862,20.05916853,36.53385587,29.21753514,15.77110065,106.5466741,-143.7121508,103.2382436,-133.3607858,91.24475621,-124.6531033,71.68570869,-120.0364604,77.79622481,-132.8244809,90.37090048,-141.6605369,74.79080398,-63.71709248,94.264738,-59.30604181,106.0114572,-50.71954071,109.913146,-41.65900413,94.23790112,-42.82461612,81.33456472,-51.96147032,72.50326326,128.2459965,53.22830633,120.3339193,39.94134974,102.8491482,42.14282028,84.39285746,41.77270015,68.78291529,55.23814439,54.44813657,74.31463086,46.53949359,72.89811347,62.98006587,71.77427612,77.02298127,72.00869805,87.51857933,71.62619227,97.9304663,72.13724424,111.8794927,67.56099384,124.1051468,51.70976362,99.89093422,53.10106575,85.55261515,53.43016009,72.442773,69.05636833,51.36305823,55.05734664,74.06301264,54.03119693,86.69214643,53.8556317,100.5735234,neutral
157.830715,-153.0386263,140.9779057,-165.8101023,127.722836,178.4561199,121.5984443,160.574571,126.4080899,142.7914882,137.9588788,126.8185946,151.2837397,112.8212266,160.2136603,100.6745765,162.4987037,88.47537723,158.8871387,76.41392288,148.1845209,65.12875365,131.4205392,51.21402949,117.840143,34.32071211,111.7452692,14.21546364,118.7937135,-5.09938982,136.065531,-21.81290866,155.6665154,-35.12238882,151.7709358,-138.5038515,152.3488814,-128.9033834,142.3444638,-119.7698442,127.2868664,-110.0679388,113.2807777,-100.0028093,114.4585947,-82.81106807,130.0305594,-73.31937562,145.5745389,-64.6516216,157.6282089,-55.92150251,155.5644539,-46.88465463,83.56156175,-90.46384165,64.55963419,-89.71287093,45.5780444,-88.33596829,26.66026812,-85.00014251,22.72222058,176.3635247,11.21734014,162.1351396,5.547061942,53.19086138,16.50505847,8.505522956,27.36795919,-3.2652187,112.1650801,-139.0190097,110.3409391,-129.1583102,100.3022163,-120.347139,82.65487717,-115.5711608,85.85318804,-127.0072973,96.35812131,-136.310944,84.94880404,-67.63497118,103.5036482,-63.41310522,114.1070417,-55.07694232,115.9049023,-46.13096145,100.4563377,-47.91927094,89.39702858,-56.51383118,79.88413972,118.1407361,50.12870977,122.151482,31.6535364,105.9088319,32.61097635,84.15057683,32.74059203,64.05645359,50.99428355,50.66409061,77.39626387,57.72920018,105.1981571,70.95716121,118.7119817,81.60891657,119.5597533,87.44799872,118.758551,94.18974853,106.8256106,104.4609323,75.91523455,113.8340183,46.08501622,99.58856388,45.56255444,85.81688325,46.69241545,72.1357074,74.3659822,61.64092325,97.65096555,80.97174992,99.53512186,87.51044708,97.74308708,94.5044902,surprise
152.535748,-158.0272894,139.7240189,-169.6622519,131.5894071,177.4186627,128.1946188,162.7914426,129.6707652,148.4099511,130.4353852,133.300544,131.2088871,117.9293205,133.2236344,102.7737098,133.0420378,87.61168307,132.649832,73.10789058,127.1259507,58.96349562,122.6889,43.8052968,119.4459329,27.91854113,116.0376777,11.89950335,121.8119633,-3.800271284,132.7377168,-17.57176308,146.499473,-29.47022891,140.7643264,-145.8235003,137.5633811,-135.701652,123.7812646,-125.259138,108.5904678,-114.1665391,93.71362039,-100.7350895,93.06437525,-81.63174279,109.1084525,-69.31289716,125.0227332,-58.91835108,139.4626505,-49.5160058,143.0994358,-40.04757212,70.0756419,-89.55510992,52.09641796,-88.30152654,33.17123577,-85.60129465,14.51292527,-75.8651893,24.97307373,154.0536045,16.01584693,126.1859585,14.64908148,71.92882902,20.39481624,35.78741473,28.95445206,17.95642148,106.2119482,-143.5695978,102.9566228,-133.1826151,92.40563549,-124.5878884,72.85122834,-120.0274917,78.25697676,-132.0904509,91.45124866,-141.3847978,74.55184734,-64.11731005,93.98595796,-59.61127304,105.0337831,-51.38905219,108.752451,-42.21583924,94.51381007,-43.51213247,80.99405388,-52.28742512,73.81500127,127.0319883,54.26737998,117.974761,40.81206929,101.9577723,43.07252775,85.28022079,42.4929925,69.98470579,55.71599464,55.51717962,74.71539136,48.46292284,74.41956771,64.06788573,72.60980529,77.63859452,72.0698701,86.38501386,72.42181382,96.70507898,73.82934416,110.9981809,68.98129542,122.8871457,53.59769804,99.07723751,54.04280711,86.23985449,54.88845641,74.63447975,69.66838468,53.39375735,55.85333999,74.90629979,55.0406935,86.30812122,54.5854026,98.91163783,neutral
